分類,子分類,項目,單位,年份,數值
G,,資本額,元,2020,289400000
G,,資本額,元,2019,289400000
G,收入、成本與淨利,營業收入,仟元,2020,1456473
G,收入、成本與淨利,營業成本,仟元,2020,1139499
G,收入、成本與淨利,營業費用,仟元,2020,260311
G,收入、成本與淨利,淨利,仟元,2020,39914
G,收入、成本與淨利,營業收入,仟元,2019,1520201
G,收入、成本與淨利,營業成本,仟元,2019,1238802
G,收入、成本與淨利,營業費用,仟元,2019,228040
G,收入、成本與淨利,淨利,仟元,2019,24343
G,收入、成本與淨利,營業收入,仟元,2018,1726693
G,收入、成本與淨利,營業成本,仟元,2018,1420896
G,收入、成本與淨利,營業費用,仟元,2018,232786
G,收入、成本與淨利,淨利,仟元,2018,38931
G,收入、成本與淨利,營業收入,仟元,2017,1396016
G,收入、成本與淨利,營業成本,仟元,2017,1100326
G,收入、成本與淨利,營業費用,仟元,2017,219005
G,收入、成本與淨利,淨利,仟元,2017,51745
G,收入、成本與淨利,營業收入,仟元,2016,1210867
G,收入、成本與淨利,營業成本,仟元,2016,943628
G,收入、成本與淨利,營業費用,仟元,2016,204203
G,收入、成本與淨利,淨利,仟元,2016,41065
