分類,子分類,項目,單位,年份,數值
S,員工薪資,平均薪資,仟元,2020,602
S,員工薪資,薪資中位數,仟元,2020,523
S,員工薪資,平均薪資,仟元,2019,519
S,員工薪資,薪資中位數,仟元,2019,382
S,員工薪資,平均薪資,仟元,2018,537
S,員工薪資,薪資中位數,仟元,2018,NaN
G,,資本額,元,2020,1663028810
G,,資本額,元,2019,1663028810
G,營運狀況,營業收入,仟元,2020,759358
G,營運狀況,營業成本,仟元,2020,464314
G,營運狀況,營業費用,仟元,2020,153936
G,營運狀況,淨利,仟元,2020,105636
G,營運狀況,營業收入,仟元,2019,498284
G,營運狀況,營業成本,仟元,2019,346476
G,營運狀況,營業費用,仟元,2019,156160
G,營運狀況,淨利,仟元,2019,441
G,營運狀況,營業收入,仟元,2018,520371
G,營運狀況,營業成本,仟元,2018,343587
G,營運狀況,營業費用,仟元,2018,162774
G,營運狀況,淨利,仟元,2018,27653
G,營運狀況,營業收入,仟元,2017,449641
G,營運狀況,營業成本,仟元,2017,303531
G,營運狀況,營業費用,仟元,2017,168834
G,營運狀況,淨利,仟元,2017,-33989
G,營運狀況,營業收入,仟元,2016,518051
G,營運狀況,營業成本,仟元,2016,361332
G,營運狀況,營業費用,仟元,2016,190911
G,營運狀況,淨利,仟元,2016,13874
